Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value
Mali,M,Residence,Rural,... if she goes out without telling him,01/01/2018,5.009990058021046
Mali,M,Residence,Urban,... if she goes out without telling him,01/01/2018,3.687817834637406
Mali,M,Residence,Rural,... if she neglects the children,01/01/2018,5.329165001998931
Mali,M,Residence,Urban,... if she neglects the children,01/01/2018,4.024922454276536
Mali,M,Residence,Rural,... if she refuses to have sex with him,01/01/2018,5.357238165597965
Mali,M,Residence,Urban,... if she refuses to have sex with him,01/01/2018,3.24037034920393
Moldova,F,Age,15-24,... for at least one specific reason,01/01/2005,4.626013361257215
Moldova,F,Age,25-34,... for at least one specific reason,01/01/2005,4.505552045760935
Moldova,F,Age,35-49,... for at least one specific reason,01/01/2005,4.538722329187998
Moldova,F,Age,15-24,... if she argues with him,01/01/2005,2.1447610367200745
Moldova,F,Age,25-34,... if she argues with him,01/01/2005,2.1679482948781637
Moldova,F,Age,35-49,... if she argues with him,01/01/2005,2.4083189553576294
Moldova,F,Age,15-24,... if she burns the food,01/01/2005,2.0493901066573774
Moldova,F,Age,25-34,... if she burns the food,01/01/2005,2.0493901066573774
Moldova,F,Age,35-49,... if she burns the food,01/01/2005,2.0976177190726224
Moldova,F,Age,15-24,... if she goes out without telling him,01/01/2005,2.4698177877391214
Moldova,F,Age,25-34,... if she goes out without telling him,01/01/2005,2.6267851254656196
Moldova,F,Age,35-49,... if she goes out without telling him,01/01/2005,2.8982752834281067
Moldova,F,Age,15-24,... if she neglects the children,01/01/2005,4.347412979983645
Moldova,F,Age,25-34,... if she neglects the children,01/01/2005,4.159326776902789
Moldova,F,Age,35-49,... if she neglects the children,01/01/2005,4.183300132670378
Moldova,F,Age,15-24,... if she refuses to have sex with him,01/01/2005,1.5491933692626727
Moldova,F,Age,25-34,... if she refuses to have sex with him,01/01/2005,1.7029386645934819
Moldova,F,Age,35-49,... if she refuses to have sex with him,01/01/2005,1.8973665709695025
Moldova,F,Education,Higher,... for at least one specific reason,01/01/2005,2.6457513110645907
Moldova,F,Education,Primary,... for at least one specific reason,01/01/2005,6.308724057767985
Moldova,F,Education,Secondary,... for at least one specific reason,01/01/2005,4.929502940161467
Moldova,F,Education,Higher,... if she argues with him,01/01/2005,1.0
Moldova,F,Education,Primary,... if she argues with him,01/01/2005,4.847679857416329
Moldova,F,Education,Secondary,... if she argues with him,01/01/2005,2.449489742783178
Moldova,F,Education,Higher,... if she burns the food,01/01/2005,1.140175404188445
Moldova,F,Education,Primary,... if she burns the food,01/01/2005,4.159326776902789
Moldova,F,Education,Secondary,... if she burns the food,01/01/2005,2.2135943836591725
Moldova,F,Education,Higher,... if she goes out without telling him,01/01/2005,1.224744871391589
Moldova,F,Education,Primary,... if she goes out without telling him,01/01/2005,4.347412979983645
Moldova,F,Education,Secondary,... if she goes out without telling him,01/01/2005,2.9495762084179376
Moldova,F,Education,Higher,... if she neglects the children,01/01/2005,2.5099801175975207
Moldova,F,Education,Primary,... if she neglects the children,01/01/2005,5.6213877629522875
Moldova,F,Education,Secondary,... if she neglects the children,01/01/2005,4.57165173854377
Moldova,F,Education,Higher,... if she refuses to have sex with him,01/01/2005,0.8366600194099578
Moldova,F,Education,Primary,... if she refuses to have sex with him,01/01/2005,4.301162633521313
Moldova,F,Education,Secondary,... if she refuses to have sex with him,01/01/2005,1.8708286933869707
Moldova,F,Employment,Employed for cash,... for at least one specific reason,01/01/2005,4.242640687119285
Moldova,F,Employment,Employed for kind,... for at least one specific reason,01/01/2005,5.357238165597965
Moldova,F,Employment,Unemployed,... for at least one specific reason,01/01/2005,4.764451779894457
Moldova,F,Employment,Employed for cash,... if she argues with him,01/01/2005,2.073644181323031
Moldova,F,Employment,Employed for kind,... if she argues with him,01/01/2005,2.7202941192759713
Moldova,F,Employment,Unemployed,... if she argues with him,01/01/2005,2.3664318930897985
Moldova,F,Employment,Employed for cash,... if she burns the food,01/01/2005,1.9493588567311777
Moldova,F,Employment,Employed for kind,... if she burns the food,01/01/2005,2.4698177877391214
Moldova,F,Employment,Unemployed,... if she burns the food,01/01/2005,2.1213203435596424
Moldova,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2005,2.4289915799292987
Moldova,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2005,3.449637606840793
Moldova,F,Employment,Unemployed,... if she goes out without telling him,01/01/2005,2.8635641793515187
Moldova,F,Employment,Employed for cash,... if she neglects the children,01/01/2005,3.885871894629277
Moldova,F,Employment,Employed for kind,... if she neglects the children,01/01/2005,5.009990058021046
Moldova,F,Employment,Unemployed,... if she neglects the children,01/01/2005,4.47213595499958
Moldova,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2005,1.6124515200875245
Moldova,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2005,2.4083189553576294
Moldova,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2005,1.7320508075688772
Moldova,F,Marital status,Married or living together,... for at least one specific reason,01/01/2005,4.626013361257215
Moldova,F,Marital status,Never married,... for at least one specific reason,01/01/2005,4.427188767318345
Moldova,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2005,4.415880433163924
Moldova,F,Marital status,Married or living together,... if she argues with him,01/01/2005,2.3874672373176424
Moldova,F,Marital status,Never married,... if she argues with him,01/01/2005,1.8973665709695025
Moldova,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2005,2.0976177190726224
Moldova,F,Marital status,Married or living together,... if she burns the food,01/01/2005,2.1447610367200745
Moldova,F,Marital status,Never married,... if she burns the food,01/01/2005,1.8165901993339841
Moldova,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2005,2.1679482948781637
Moldova,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2005,2.880972091280105
Moldova,F,Marital status,Never married,... if she goes out without telling him,01/01/2005,2.190890273549742
Moldova,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2005,2.529822146983347
Moldova,F,Marital status,Married or living together,... if she neglects the children,01/01/2005,4.266145890958191
Moldova,F,Marital status,Never married,... if she neglects the children,01/01/2005,4.159326776902789
Moldova,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2005,4.2190045315288
Moldova,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2005,1.843908917318703
Moldova,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2005,1.4832397134933097
Moldova,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2005,1.5165750730894545
Moldova,F,Residence,Rural,... for at least one specific reason,01/01/2005,5.108815947112376
Moldova,F,Residence,Urban,... for at least one specific reason,01/01/2005,3.7148351498733914
Moldova,F,Residence,Rural,... if she argues with him,01/01/2005,2.6267851254656196
Moldova,F,Residence,Urban,... if she argues with him,01/01/2005,1.643167687025191
Moldova,F,Residence,Rural,... if she burns the food,01/01/2005,2.449489742783178
Moldova,F,Residence,Urban,... if she burns the food,01/01/2005,1.3784048665606714
Moldova,F,Residence,Rural,... if she goes out without telling him,01/01/2005,3.224903040175049
Moldova,F,Residence,Urban,... if she goes out without telling him,01/01/2005,1.76068165908337
Moldova,F,Residence,Rural,... if she neglects the children,01/01/2005,4.722287500466331
Moldova,F,Residence,Urban,... if she neglects the children,01/01/2005,3.4641016151377544
Moldova,F,Residence,Rural,... if she refuses to have sex with him,01/01/2005,2.0
Moldova,F,Residence,Urban,... if she refuses to have sex with him,01/01/2005,1.3038404993264
Moldova,M,Age,15-24,... for at least one specific reason,01/01/2005,4.929502940161467
Moldova,M,Age,25-34,... for at least one specific reason,01/01/2005,4.301162633521313
Moldova,M,Age,35-49,... for at least one specific reason,01/01/2005,4.868264656213696
Moldova,M,Age,15-24,... if she argues with him,01/01/2005,2.8635641793515187
Moldova,M,Age,25-34,... if she argues with him,01/01/2005,2.3237900282442543
Moldova,M,Age,35-49,... if she argues with him,01/01/2005,2.880972091280105
Moldova,M,Age,15-24,... if she burns the food,01/01/2005,1.8708286933869707
Moldova,M,Age,25-34,... if she burns the food,01/01/2005,1.2649110734916735
Moldova,M,Age,35-49,... if she burns the food,01/01/2005,1.5811388300841898
Moldova,M,Age,15-24,... if she goes out without telling him,01/01/2005,2.9325757247630837
Moldova,M,Age,25-34,... if she goes out without telling him,01/01/2005,2.9325757247630837
Moldova,M,Age,35-49,... if she goes out without telling him,01/01/2005,3.4351128352260663
Moldova,M,Age,15-24,... if she neglects the children,01/01/2005,4.56070161675378
Moldova,M,Age,25-34,... if she neglects the children,01/01/2005,4.06201920231798
Moldova,M,Age,35-49,... if she neglects the children,01/01/2005,4.2190045315288
Moldova,M,Age,15-24,... if she refuses to have sex with him,01/01/2005,1.9748417899587378
Moldova,M,Age,25-34,... if she refuses to have sex with him,01/01/2005,1.643167687025191
Moldova,M,Age,35-49,... if she refuses to have sex with him,01/01/2005,1.9493588567311777
Moldova,M,Education,Higher,... for at least one specific reason,01/01/2005,3.0983867385253454
Moldova,M,Education,Secondary,... for at least one specific reason,01/01/2005,5.029910460143455
Moldova,M,Education,Higher,... if she argues with him,01/01/2005,1.5491933692626727
Moldova,M,Education,Secondary,... if she argues with him,01/01/2005,2.9325757247630837
Moldova,M,Education,Higher,... if she burns the food,01/01/2005,1.0488088595363112
Moldova,M,Education,Secondary,... if she burns the food,01/01/2005,1.7029386645934819
Moldova,M,Education,Higher,... if she goes out without telling him,01/01/2005,1.341640768729202
Moldova,M,Education,Secondary,... if she goes out without telling him,01/01/2005,3.4058773291869637
Moldova,M,Education,Higher,... if she neglects the children,01/01/2005,2.7202941192759713
Moldova,M,Education,Secondary,... if she neglects the children,01/01/2005,4.549725350275493
Moldova,M,Education,Higher,... if she refuses to have sex with him,01/01/2005,0.7745966846313364
Moldova,M,Education,Secondary,... if she refuses to have sex with him,01/01/2005,2.0
Moldova,M,Employment,Employed for cash,... for at least one specific reason,01/01/2005,4.669046930269661
Moldova,M,Employment,Employed for kind,... for at least one specific reason,01/01/2005,5.779273442732997
Moldova,M,Employment,Unemployed,... for at least one specific reason,01/01/2005,4.743416490252569
Moldova,M,Employment,Employed for cash,... if she argues with him,01/01/2005,2.701851252518329
Moldova,M,Employment,Employed for kind,... if she argues with him,01/01/2005,3.449637606840793
Moldova,M,Employment,Unemployed,... if she argues with him,01/01/2005,2.756809733121343
Moldova,M,Employment,Employed for cash,... if she burns the food,01/01/2005,1.6733200388199156
Moldova,M,Employment,Employed for kind,... if she burns the food,01/01/2005,1.7888543953278355
Moldova,M,Employment,Unemployed,... if she burns the food,01/01/2005,1.5491933692626727
Moldova,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2005,3.224903040175049
Moldova,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2005,3.2710854176045507
Moldova,M,Employment,Unemployed,... if she goes out without telling him,01/01/2005,3.016620689027662
Moldova,M,Employment,Employed for cash,... if she neglects the children,01/01/2005,4.195235438145245
Moldova,M,Employment,Employed for kind,... if she neglects the children,01/01/2005,5.319774359600278
Moldova,M,Employment,Unemployed,... if she neglects the children,01/01/2005,4.289522073440149
Moldova,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2005,1.8973665709695025
Moldova,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2005,2.529822146983347
Moldova,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2005,1.7320508075688772
Moldova,M,Marital status,Married or living together,... for at least one specific reason,01/01/2005,4.4497190065284515
Moldova,M,Marital status,Never married,... for at least one specific reason,01/01/2005,5.019960235195041
Moldova,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2005,6.603029492143822
Moldova,M,Marital status,Married or living together,... if she argues with him,01/01/2005,2.6645825009994657
Moldova,M,Marital status,Never married,... if she argues with him,01/01/2005,2.8106938814761437
Moldova,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2005,3.6742346141747673
Moldova,M,Marital status,Married or living together,... if she burns the food,01/01/2005,1.4142135623730951
Moldova,M,Marital status,Never married,... if she burns the food,01/01/2005,1.7320508075688772
Moldova,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2005,3.11448226985885
Moldova,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2005,3.130495198963714
Moldova,M,Marital status,Never married,... if she goes out without telling him,01/01/2005,2.9495762084179376
Moldova,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2005,4.878524288866516
Moldova,M,Marital status,Married or living together,... if she neglects the children,01/01/2005,3.8987177134623554
Moldova,M,Marital status,Never married,... if she neglects the children,01/01/2005,4.69041575982343
Moldova,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2005,6.066300292357818
Moldova,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2005,1.76068165908337
Moldova,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2005,1.8973665709695025
Moldova,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2005,3.0983867385253454
Moldova,M,Residence,Rural,... for at least one specific reason,01/01/2005,5.244044240850758
Moldova,M,Residence,Urban,... for at least one specific reason,01/01/2005,4.049691299164699
Moldova,M,Residence,Rural,... if she argues with him,01/01/2005,3.082207001484488
Moldova,M,Residence,Urban,... if she argues with him,01/01/2005,2.2583179370125386
Moldova,M,Residence,Rural,... if she burns the food,01/01/2005,1.7029386645934819
Moldova,M,Residence,Urban,... if she burns the food,01/01/2005,1.5165750730894545
Moldova,M,Residence,Rural,... if she goes out without telling him,01/01/2005,3.687817834637406
Moldova,M,Residence,Urban,... if she goes out without telling him,01/01/2005,2.28035080837689
Moldova,M,Residence,Rural,... if she neglects the children,01/01/2005,4.711687676718339
Moldova,M,Residence,Urban,... if she neglects the children,01/01/2005,3.7013510788987767
Moldova,M,Residence,Rural,... if she refuses to have sex with him,01/01/2005,2.1447610367200745
Moldova,M,Residence,Urban,... if she refuses to have sex with him,01/01/2005,1.4832397134933097
Morocco,F,Age,15-24,... for at least one specific reason,01/01/2003,7.974960719283895
Morocco,F,Age,25-34,... for at least one specific reason,01/01/2003,7.937253933193772
Morocco,F,Age,35-49,... for at least one specific reason,01/01/2003,8.06225774829855
Morocco,F,Age,15-24,... if she argues with him,01/01/2003,7.063993312983734
Morocco,F,Age,25-34,... if she argues with him,01/01/2003,7.0710678118654755
Morocco,F,Age,35-49,... if she argues with him,01/01/2003,7.238784533737616
Morocco,F,Age,15-24,... if she burns the food,01/01/2003,4.795831523312719
Morocco,F,Age,25-34,... if she burns the food,01/01/2003,4.78539440574445
Morocco,F,Age,35-49,... if she burns the food,01/01/2003,4.989989941726363
Morocco,F,Age,15-24,... if she goes out without telling him,01/01/2003,6.942622038029973
Morocco,F,Age,25-34,... if she goes out without telling him,01/01/2003,7.063993312983734
Morocco,F,Age,35-49,... if she goes out without telling him,01/01/2003,7.120393301141409
Morocco,F,Age,15-24,... if she neglects the children,01/01/2003,7.056911451694753
Morocco,F,Age,25-34,... if she neglects the children,01/01/2003,6.9498200866684705
Morocco,F,Age,35-49,... if she neglects the children,01/01/2003,7.056911451694753
Morocco,F,Age,15-24,... if she refuses to have sex with him,01/01/2003,6.244997998398398
Morocco,F,Age,25-34,... if she refuses to have sex with him,01/01/2003,6.465291891095138
Morocco,F,Age,35-49,... if she refuses to have sex with him,01/01/2003,6.920982699435023
Morocco,F,Education,Higher,... for at least one specific reason,01/01/2003,4.56070161675378
Morocco,F,Education,No education,... for at least one specific reason,01/01/2003,8.860022573334675
Morocco,F,Education,Primary,... for at least one specific reason,01/01/2003,8.117881591023542
Morocco,F,Education,Secondary,... for at least one specific reason,01/01/2003,6.48074069840786
Morocco,F,Education,Higher,... if she argues with him,01/01/2003,3.130495198963714
Morocco,F,Education,No education,... if she argues with him,01/01/2003,8.130190555830847
Morocco,F,Education,Primary,... if she argues with him,01/01/2003,7.211102550927978
Morocco,F,Education,Secondary,... if she argues with him,01/01/2003,5.263079019256642
Morocco,F,Education,Higher,... if she burns the food,01/01/2003,1.0488088595363112
Morocco,F,Education,No education,... if she burns the food,01/01/2003,6.033241378055324
Morocco,F,Education,Primary,... if she burns the food,01/01/2003,4.415880433163924
Morocco,F,Education,Secondary,... if she burns the food,01/01/2003,2.449489742783178
Morocco,F,Education,Higher,... if she goes out without telling him,01/01/2003,2.5495097567963922
Morocco,F,Education,No education,... if she goes out without telling him,01/01/2003,8.215838362577491
Morocco,F,Education,Primary,... if she goes out without telling him,01/01/2003,7.04272663633348
Morocco,F,Education,Secondary,... if she goes out without telling him,01/01/2003,4.753945769723265
Morocco,F,Education,Higher,... if she neglects the children,01/01/2003,3.2557641778036883
Morocco,F,Education,No education,... if she neglects the children,01/01/2003,8.080841729161499
Morocco,F,Education,Primary,... if she neglects the children,01/01/2003,7.02139581828717
Morocco,F,Education,Secondary,... if she neglects the children,01/01/2003,5.06951681750238
Morocco,F,Education,Higher,... if she refuses to have sex with him,01/01/2003,3.0659418811403247
Morocco,F,Education,No education,... if she refuses to have sex with him,01/01/2003,7.674633641150495
Morocco,F,Education,Primary,... if she refuses to have sex with him,01/01/2003,6.371812809092958
Morocco,F,Education,Secondary,... if she refuses to have sex with him,01/01/2003,4.393176440465434
Morocco,F,Employment,Employed for cash,... for at least one specific reason,01/01/2003,7.092249236812011
Morocco,F,Employment,Employed for kind,... for at least one specific reason,01/01/2003,9.279008485507548
Morocco,F,Employment,Unemployed,... for at least one specific reason,01/01/2003,8.093207028119323
Morocco,F,Employment,Employed for cash,... if she argues with him,01/01/2003,6.082762530298219
Morocco,F,Employment,Employed for kind,... if she argues with him,01/01/2003,8.74642784226795
Morocco,F,Employment,Unemployed,... if she argues with him,01/01/2003,7.224956800074271
Morocco,F,Employment,Employed for cash,... if she burns the food,01/01/2003,4.0
Morocco,F,Employment,Employed for kind,... if she burns the food,01/01/2003,6.8117546583739275
Morocco,F,Employment,Unemployed,... if she burns the food,01/01/2003,4.898979485566356
Morocco,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2003,5.805170175192064
Morocco,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2003,8.774964387392123
Morocco,F,Employment,Unemployed,... if she goes out without telling him,01/01/2003,7.162401778527965
Morocco,F,Employment,Employed for cash,... if she neglects the children,01/01/2003,5.974947762360727
Morocco,F,Employment,Employed for kind,... if she neglects the children,01/01/2003,8.69482595996729
Morocco,F,Employment,Unemployed,... if she neglects the children,01/01/2003,7.127411818960691
Morocco,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2003,5.70964083582506
Morocco,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2003,8.288546129945962
Morocco,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2003,6.59545297913646
Morocco,F,Marital status,Married or living together,... for at least one specific reason,01/01/2003,8.264381589190918
Morocco,F,Marital status,Never married,... for at least one specific reason,01/01/2003,7.628892499107551
Morocco,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2003,8.056053719153
Morocco,F,Marital status,Married or living together,... if she argues with him,01/01/2003,7.476630359050721
Morocco,F,Marital status,Never married,... if she argues with him,01/01/2003,6.640782971466625
Morocco,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2003,7.300684847126367
Morocco,F,Marital status,Married or living together,... if she burns the food,01/01/2003,5.06951681750238
Morocco,F,Marital status,Never married,... if she burns the food,01/01/2003,4.516635874025077
Morocco,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2003,5.375871986806445
Morocco,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2003,7.416198487095663
Morocco,F,Marital status,Never married,... if she goes out without telling him,01/01/2003,6.496152766287093
Morocco,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2003,7.3484692283495345
Morocco,F,Marital status,Married or living together,... if she neglects the children,01/01/2003,7.307530466982598
Morocco,F,Marital status,Never married,... if she neglects the children,01/01/2003,6.640782971466625
Morocco,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2003,7.183313892217233
Morocco,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2003,6.96419413859206
Morocco,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2003,5.882176338237498
Morocco,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2003,7.162401778527965
Morocco,F,Residence,Rural,... for at least one specific reason,01/01/2003,9.049861961703002
Morocco,F,Residence,Urban,... for at least one specific reason,01/01/2003,7.218032867348353
Morocco,F,Residence,Rural,... if she argues with him,01/01/2003,8.396427811873332
Morocco,F,Residence,Urban,... if she argues with him,01/01/2003,6.156297712576846
Morocco,F,Residence,Rural,... if she burns the food,01/01/2003,6.3874877093471225
Morocco,F,Residence,Urban,... if she burns the food,01/01/2003,3.52136331816674
Morocco,F,Residence,Rural,... if she goes out without telling him,01/01/2003,8.508819044137612
Morocco,F,Residence,Urban,... if she goes out without telling him,01/01/2003,5.882176338237498
Morocco,F,Residence,Rural,... if she neglects the children,01/01/2003,8.366600265340756
Morocco,F,Residence,Urban,... if she neglects the children,01/01/2003,5.991660998911646
Morocco,F,Residence,Rural,... if she refuses to have sex with him,01/01/2003,7.867655402080019
Morocco,F,Residence,Urban,... if she refuses to have sex with him,01/01/2003,5.504543508508271
Mozambique,F,Age,15-24,... for at least one specific reason,01/01/2015,3.6469165319122485
Mozambique,F,Age,25-34,... for at least one specific reason,01/01/2015,3.5637059094803454
Mozambique,F,Age,35-49,... for at least one specific reason,01/01/2015,3.7148351498733914
Mozambique,F,Age,15-24,... if she argues with him,01/01/2015,2.489979881297264
Mozambique,F,Age,25-34,... if she argues with him,01/01/2015,2.5099801175975207
Mozambique,F,Age,35-49,... if she argues with him,01/01/2015,2.701851252518329
Mozambique,F,Age,15-24,... if she burns the food,01/01/2015,1.5491933692626727
Mozambique,F,Age,25-34,... if she burns the food,01/01/2015,1.5491933692626727
Mozambique,F,Age,35-49,... if she burns the food,01/01/2015,1.5491933692626727
Mozambique,F,Age,15-24,... if she goes out without telling him,01/01/2015,2.6267851254656196
Mozambique,F,Age,25-34,... if she goes out without telling him,01/01/2015,2.7202941192759713
Mozambique,F,Age,35-49,... if she goes out without telling him,01/01/2015,2.880972091280105
Mozambique,F,Age,15-24,... if she neglects the children,01/01/2015,2.073644181323031
Mozambique,F,Age,25-34,... if she neglects the children,01/01/2015,1.9235384185619262
Mozambique,F,Age,35-49,... if she neglects the children,01/01/2015,2.1679482948781637
Mozambique,F,Age,15-24,... if she refuses to have sex with him,01/01/2015,2.2135943836591725
Mozambique,F,Age,25-34,... if she refuses to have sex with him,01/01/2015,2.3237900282442543
Mozambique,F,Age,35-49,... if she refuses to have sex with him,01/01/2015,2.449489742783178
Mozambique,F,Education,Higher,... for at least one specific reason,01/01/2015,2.9325757247630837
Mozambique,F,Education,No education,... for at least one specific reason,01/01/2015,3.7682887109754657
Mozambique,F,Education,Primary,... for at least one specific reason,01/01/2015,3.7815341054570517
Mozambique,F,Education,Secondary,... for at least one specific reason,01/01/2015,3.1464264838909353
Mozambique,F,Education,Higher,... if she argues with him,01/01/2015,2.345207879911715
Mozambique,F,Education,No education,... if she argues with him,01/01/2015,2.8106938814761437
Mozambique,F,Education,Primary,... if she argues with him,01/01/2015,2.529822146983347
Mozambique,F,Education,Secondary,... if she argues with him,01/01/2015,2.28035080837689
Mozambique,F,Education,Higher,... if she burns the food,01/01/2015,0.6324555367458368
Mozambique,F,Education,No education,... if she burns the food,01/01/2015,1.5811388300841898
Mozambique,F,Education,Primary,... if she burns the food,01/01/2015,1.5811388300841898
Mozambique,F,Education,Secondary,... if she burns the food,01/01/2015,1.4832397134933097
Mozambique,F,Education,Higher,... if she goes out without telling him,01/01/2015,1.0
Mozambique,F,Education,No education,... if she goes out without telling him,01/01/2015,2.9495762084179376
Mozambique,F,Education,Primary,... if she goes out without telling him,01/01/2015,2.8460499611689403
Mozambique,F,Education,Secondary,... if she goes out without telling him,01/01/2015,2.2135943836591725
Mozambique,F,Education,Higher,... if she neglects the children,01/01/2015,1.0
Mozambique,F,Education,No education,... if she neglects the children,01/01/2015,1.843908917318703
Mozambique,F,Education,Primary,... if she neglects the children,01/01/2015,2.190890273549742
Mozambique,F,Education,Secondary,... if she neglects the children,01/01/2015,2.073644181323031
Mozambique,F,Education,Higher,... if she refuses to have sex with him,01/01/2015,1.0
Mozambique,F,Education,No education,... if she refuses to have sex with him,01/01/2015,2.28035080837689
Mozambique,F,Education,Primary,... if she refuses to have sex with him,01/01/2015,2.529822146983347
Mozambique,F,Education,Secondary,... if she refuses to have sex with him,01/01/2015,1.8708286933869707
Mozambique,F,Employment,Employed for cash,... for at least one specific reason,01/01/2015,3.9115214675027494
Mozambique,F,Employment,Employed for kind,... for at least one specific reason,01/01/2015,4.024922454276536
Mozambique,F,Employment,Unemployed,... for at least one specific reason,01/01/2015,3.361547291164422
Mozambique,F,Employment,Employed for cash,... if she argues with him,01/01/2015,2.8635641793515187
Mozambique,F,Employment,Employed for kind,... if she argues with him,01/01/2015,2.449489742783178
Mozambique,F,Employment,Unemployed,... if she argues with him,01/01/2015,2.4289915799292987
Mozambique,F,Employment,Employed for cash,... if she burns the food,01/01/2015,1.4832397134933097
Mozambique,F,Employment,Employed for kind,... if she burns the food,01/01/2015,1.8973665709695025
Mozambique,F,Employment,Unemployed,... if she burns the food,01/01/2015,1.4491376417140533
Mozambique,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2015,3.209361336891635
Mozambique,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2015,3.1780497764304645
Mozambique,F,Employment,Unemployed,... if she goes out without telling him,01/01/2015,2.28035080837689
Mozambique,F,Employment,Employed for cash,... if she neglects the children,01/01/2015,2.2583179370125386
Mozambique,F,Employment,Employed for kind,... if she neglects the children,01/01/2015,2.4083189553576294
Mozambique,F,Employment,Unemployed,... if she neglects the children,01/01/2015,1.8165901993339841
Mozambique,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2015,2.3021729280692322
Mozambique,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2015,2.683281537458404
Mozambique,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2015,2.190890273549742
Mozambique,F,Marital status,Married or living together,... for at least one specific reason,01/01/2015,3.619392266868808
Mozambique,F,Marital status,Never married,... for at least one specific reason,01/01/2015,3.5071356105424356
Mozambique,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2015,3.8209946848261547
Mozambique,F,Marital status,Married or living together,... if she argues with him,01/01/2015,2.5690464971721645
Mozambique,F,Marital status,Never married,... if she argues with him,01/01/2015,2.3874672373176424
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2015,2.7202941192759713
Mozambique,F,Marital status,Married or living together,... if she burns the food,01/01/2015,1.4832397134933097
Mozambique,F,Marital status,Never married,... if she burns the food,01/01/2015,1.4832397134933097
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2015,1.7888543953278355
Mozambique,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2015,2.774887350734285
Mozambique,F,Marital status,Never married,... if she goes out without telling him,01/01/2015,2.3664318930897985
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2015,2.8982752834281067
Mozambique,F,Marital status,Married or living together,... if she neglects the children,01/01/2015,2.0
Mozambique,F,Marital status,Never married,... if she neglects the children,01/01/2015,2.23606797749979
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2015,2.1213203435596424
Mozambique,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2015,2.345207879911715
Mozambique,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2015,1.9235384185619262
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2015,2.529822146983347
