fecha_hecho,cantidad,genero,armas_medios,Number of domestic violence
2022-02-10,1,MASCULINO,CONTUNDENTES,15
2022-02-10,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-10,3,FEMENINO,CONTUNDENTES,3
2022-02-10,16,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-10,1,FEMENINO,CONTUNDENTES,37
2022-02-10,2,MASCULINO,CONTUNDENTES,2
2022-02-10,1,FEMENINO,ARMA DE FUEGO,1
2022-02-10,18,MASCULINO,CONTUNDENTES,1
2022-02-10,12,FEMENINO,CONTUNDENTES,1
2022-02-10,4,MASCULINO,CONTUNDENTES,1
2022-02-10,2,FEMENINO,SIN EMPLEO DE ARMAS,9
2022-02-10,3,FEMENINO,SIN EMPLEO DE ARMAS,5
2022-02-10,1,MASCULINO,SIN EMPLEO DE ARMAS,14
2022-02-10,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-10,9,FEMENINO,CONTUNDENTES,1
2022-02-10,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2022-02-10,1,FEMENINO,SIN EMPLEO DE ARMAS,42
2022-02-10,2,FEMENINO,CONTUNDENTES,6
2022-02-10,4,FEMENINO,CONTUNDENTES,1
2022-02-10,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-11,2,FEMENINO,SIN EMPLEO DE ARMAS,8
2022-02-11,2,FEMENINO,ARMA DE FUEGO,1
2022-02-11,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-11,1,MASCULINO,CONTUNDENTES,9
2022-02-11,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-11,4,FEMENINO,CONTUNDENTES,1
2022-02-11,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-11,1,FEMENINO,SIN EMPLEO DE ARMAS,49
2022-02-11,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-11,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2022-02-11,2,FEMENINO,CONTUNDENTES,8
2022-02-11,7,MASCULINO,CONTUNDENTES,1
2022-02-11,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-11,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-11,6,FEMENINO,CONTUNDENTES,1
2022-02-11,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2022-02-11,12,FEMENINO,CONTUNDENTES,1
2022-02-11,2,MASCULINO,CONTUNDENTES,1
2022-02-11,1,MASCULINO,SIN EMPLEO DE ARMAS,18
2022-02-11,3,MASCULINO,CONTUNDENTES,2
2022-02-11,1,FEMENINO,CONTUNDENTES,36
2022-02-11,6,MASCULINO,CONTUNDENTES,1
2022-02-11,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2022-02-11,3,FEMENINO,CONTUNDENTES,4
2022-02-11,17,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-11,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-12,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-12,2,FEMENINO,SIN EMPLEO DE ARMAS,12
2022-02-12,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2022-02-12,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-12,9,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-12,8,FEMENINO,CONTUNDENTES,1
2022-02-12,3,FEMENINO,CONTUNDENTES,2
2022-02-12,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-12,15,MASCULINO,CONTUNDENTES,1
2022-02-12,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-12,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-12,1,FEMENINO,CONTUNDENTES,46
2022-02-12,4,MASCULINO,CONTUNDENTES,1
2022-02-12,1,MASCULINO,CONTUNDENTES,13
2022-02-12,2,FEMENINO,CONTUNDENTES,7
2022-02-12,1,FEMENINO,SIN EMPLEO DE ARMAS,53
2022-02-12,1,MASCULINO,SIN EMPLEO DE ARMAS,23
2022-02-12,2,MASCULINO,CONTUNDENTES,3
2022-02-12,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2022-02-12,4,FEMENINO,CONTUNDENTES,2
2022-02-12,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,8
2022-02-12,1,FEMENINO,ARMA DE FUEGO,1
2022-02-12,6,FEMENINO,CONTUNDENTES,1
2022-02-13,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-13,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-13,1,FEMENINO,CONTUNDENTES,50
2022-02-13,3,MASCULINO,CONTUNDENTES,2
2022-02-13,5,FEMENINO,SIN EMPLEO DE ARMAS,3
2022-02-13,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-13,11,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-13,1,MASCULINO,CONTUNDENTES,19
2022-02-13,4,FEMENINO,CONTUNDENTES,2
2022-02-13,6,FEMENINO,CONTUNDENTES,1
2022-02-13,13,FEMENINO,CONTUNDENTES,1
2022-02-13,2,MASCULINO,SIN EMPLEO DE ARMAS,5
2022-02-13,2,FEMENINO,CONTUNDENTES,14
2022-02-13,3,FEMENINO,SIN EMPLEO DE ARMAS,6
2022-02-13,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-13,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-13,5,FEMENINO,CONTUNDENTES,1
2022-02-13,1,MASCULINO,SIN EMPLEO DE ARMAS,33
2022-02-13,15,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-13,3,FEMENINO,CONTUNDENTES,3
2022-02-13,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-13,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,5
2022-02-13,10,FEMENINO,CONTUNDENTES,1
2022-02-13,2,FEMENINO,SIN EMPLEO DE ARMAS,15
2022-02-13,10,MASCULINO,CONTUNDENTES,1
2022-02-13,8,FEMENINO,CONTUNDENTES,1
2022-02-13,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-13,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,7
2022-02-13,1,FEMENINO,SIN EMPLEO DE ARMAS,70
2022-02-13,2,MASCULINO,CONTUNDENTES,3
2022-02-14,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-14,16,FEMENINO,CONTUNDENTES,1
2022-02-14,10,MASCULINO,CONTUNDENTES,2
2022-02-14,1,FEMENINO,CONTUNDENTES,52
2022-02-14,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-14,3,FEMENINO,CONTUNDENTES,4
2022-02-14,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-14,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-14,1,FEMENINO,SIN EMPLEO DE ARMAS,65
2022-02-14,2,FEMENINO,CONTUNDENTES,7
2022-02-14,1,FEMENINO,ARMA DE FUEGO,2
2022-02-14,1,MASCULINO,SIN EMPLEO DE ARMAS,21
2022-02-14,4,FEMENINO,CONTUNDENTES,1
2022-02-14,5,FEMENINO,CONTUNDENTES,2
2022-02-14,6,FEMENINO,CONTUNDENTES,1
2022-02-14,1,MASCULINO,CONTUNDENTES,15
2022-02-14,16,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-14,3,MASCULINO,CONTUNDENTES,1
2022-02-14,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-14,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2022-02-14,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,6
2022-02-14,2,FEMENINO,SIN EMPLEO DE ARMAS,17
2022-02-14,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-14,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-14,8,FEMENINO,CONTUNDENTES,1
2022-02-14,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2022-02-14,1,MASCULINO,ARMA DE FUEGO,1
2022-02-15,7,FEMENINO,CONTUNDENTES,1
2022-02-15,1,MASCULINO,CONTUNDENTES,15
2022-02-15,10,MASCULINO,CONTUNDENTES,1
2022-02-15,5,FEMENINO,SIN EMPLEO DE ARMAS,3
2022-02-15,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-15,1,MASCULINO,SIN EMPLEO DE ARMAS,15
2022-02-15,1,FEMENINO,CONTUNDENTES,40
2022-02-15,2,FEMENINO,SIN EMPLEO DE ARMAS,11
2022-02-15,3,MASCULINO,SIN EMPLEO DE ARMAS,3
2022-02-15,3,FEMENINO,CONTUNDENTES,3
2022-02-15,2,MASCULINO,CONTUNDENTES,4
2022-02-15,1,FEMENINO,SIN EMPLEO DE ARMAS,49
2022-02-15,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-15,3,MASCULINO,CONTUNDENTES,3
2022-02-15,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2022-02-15,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-15,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2022-02-15,2,FEMENINO,CONTUNDENTES,8
2022-02-15,12,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-15,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-15,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2022-02-16,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,4
2022-02-16,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,5
2022-02-16,1,MASCULINO,CONTUNDENTES,16
2022-02-16,1,FEMENINO,SIN EMPLEO DE ARMAS,39
2022-02-16,11,MASCULINO,CONTUNDENTES,1
2022-02-16,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2022-02-16,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-16,2,MASCULINO,SIN EMPLEO DE ARMAS,6
2022-02-16,7,FEMENINO,CONTUNDENTES,1
2022-02-16,3,MASCULINO,CONTUNDENTES,1
2022-02-16,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-16,2,FEMENINO,SIN EMPLEO DE ARMAS,9
2022-02-16,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-16,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-16,3,FEMENINO,CONTUNDENTES,3
2022-02-16,2,MASCULINO,CONTUNDENTES,2
2022-02-16,9,MASCULINO,CONTUNDENTES,1
2022-02-16,10,FEMENINO,CONTUNDENTES,1
2022-02-16,1,FEMENINO,CONTUNDENTES,47
2022-02-16,4,FEMENINO,CONTUNDENTES,1
2022-02-16,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-16,2,FEMENINO,CONTUNDENTES,13
2022-02-16,1,MASCULINO,SIN EMPLEO DE ARMAS,16
2022-02-16,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-16,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-17,18,FEMENINO,CONTUNDENTES,1
2022-02-17,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-17,2,FEMENINO,SIN EMPLEO DE ARMAS,4
2022-02-17,1,MASCULINO,SIN EMPLEO DE ARMAS,18
2022-02-17,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-17,2,MASCULINO,SIN EMPLEO DE ARMAS,4
2022-02-17,8,FEMENINO,CONTUNDENTES,1
2022-02-17,7,FEMENINO,CONTUNDENTES,1
2022-02-17,4,FEMENINO,CONTUNDENTES,2
2022-02-17,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-17,3,FEMENINO,CONTUNDENTES,4
2022-02-17,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2022-02-17,6,MASCULINO,CONTUNDENTES,1
2022-02-17,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-17,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2022-02-17,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-17,1,FEMENINO,CONTUNDENTES,42
2022-02-17,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-17,1,MASCULINO,CONTUNDENTES,18
2022-02-17,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2022-02-17,2,FEMENINO,CONTUNDENTES,10
2022-02-17,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-17,2,MASCULINO,CONTUNDENTES,4
2022-02-17,1,FEMENINO,SIN EMPLEO DE ARMAS,41
2022-02-17,12,MASCULINO,CONTUNDENTES,1
2022-02-17,4,FEMENINO,SIN EMPLEO DE ARMAS,3
2022-02-18,2,MASCULINO,CONTUNDENTES,1
2022-02-18,18,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-18,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-18,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-18,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-18,3,FEMENINO,CONTUNDENTES,2
2022-02-18,18,MASCULINO,CONTUNDENTES,1
2022-02-18,1,MASCULINO,ARMA DE FUEGO,1
2022-02-18,10,FEMENINO,CONTUNDENTES,1
2022-02-18,1,MASCULINO,CONTUNDENTES,16
2022-02-18,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-18,2,FEMENINO,CONTUNDENTES,6
2022-02-18,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-18,19,FEMENINO,CONTUNDENTES,1
2022-02-18,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-18,2,MASCULINO,SIN EMPLEO DE ARMAS,4
2022-02-18,12,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-18,1,FEMENINO,SIN EMPLEO DE ARMAS,35
2022-02-18,8,FEMENINO,CONTUNDENTES,1
2022-02-18,2,FEMENINO,SIN EMPLEO DE ARMAS,8
2022-02-18,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2022-02-18,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-18,1,FEMENINO,CONTUNDENTES,39
2022-02-18,1,MASCULINO,SIN EMPLEO DE ARMAS,18
2022-02-19,5,MASCULINO,CONTUNDENTES,1
2022-02-19,1,MASCULINO,CONTUNDENTES,15
2022-02-19,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-19,2,MASCULINO,CONTUNDENTES,2
2022-02-19,11,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-19,3,MASCULINO,CONTUNDENTES,4
2022-02-19,1,MASCULINO,SIN EMPLEO DE ARMAS,12
2022-02-19,6,FEMENINO,CONTUNDENTES,1
2022-02-19,1,FEMENINO,CONTUNDENTES,35
2022-02-19,4,FEMENINO,CONTUNDENTES,2
2022-02-19,1,FEMENINO,SIN EMPLEO DE ARMAS,48
2022-02-19,2,FEMENINO,SIN EMPLEO DE ARMAS,11
2022-02-19,8,FEMENINO,CONTUNDENTES,1
2022-02-19,3,FEMENINO,SIN EMPLEO DE ARMAS,7
2022-02-19,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-19,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-19,12,FEMENINO,CONTUNDENTES,1
2022-02-19,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-19,9,FEMENINO,CONTUNDENTES,1
2022-02-19,3,FEMENINO,CONTUNDENTES,1
2022-02-19,1,FEMENINO,ARMA DE FUEGO,1
2022-02-19,2,FEMENINO,CONTUNDENTES,3
2022-02-19,1,MASCULINO,ARMA DE FUEGO,1
2022-02-19,14,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-19,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-19,5,FEMENINO,CONTUNDENTES,2
2022-02-19,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-19,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,6
2022-02-20,10,FEMENINO,CONTUNDENTES,2
2022-02-20,2,FEMENINO,SIN EMPLEO DE ARMAS,13
2022-02-20,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,7
2022-02-20,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-20,1,FEMENINO,SIN EMPLEO DE ARMAS,74
2022-02-20,1,FEMENINO,ARMA DE FUEGO,1
2022-02-20,3,FEMENINO,SIN EMPLEO DE ARMAS,7
2022-02-20,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-20,5,FEMENINO,SIN EMPLEO DE ARMAS,5
2022-02-20,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-20,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2022-02-20,7,FEMENINO,CONTUNDENTES,1
2022-02-20,1,MASCULINO,SIN EMPLEO DE ARMAS,18
2022-02-20,2,FEMENINO,CONTUNDENTES,11
2022-02-20,1,FEMENINO,CONTUNDENTES,58
2022-02-20,6,FEMENINO,CONTUNDENTES,1
2022-02-20,1,MASCULINO,CONTUNDENTES,25
2022-02-20,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2022-02-20,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-20,4,FEMENINO,CONTUNDENTES,2
2022-02-20,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-20,3,MASCULINO,CONTUNDENTES,2
2022-02-20,6,MASCULINO,CONTUNDENTES,1
2022-02-20,3,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-20,2,MASCULINO,SIN EMPLEO DE ARMAS,4
2022-02-20,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-20,14,FEMENINO,CONTUNDENTES,1
2022-02-20,2,MASCULINO,CONTUNDENTES,6
2022-02-20,7,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-20,3,FEMENINO,CONTUNDENTES,5
2022-02-21,5,MASCULINO,CONTUNDENTES,1
2022-02-21,2,FEMENINO,SIN EMPLEO DE ARMAS,9
2022-02-21,2,MASCULINO,SIN EMPLEO DE ARMAS,7
2022-02-21,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-21,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-21,3,FEMENINO,SIN EMPLEO DE ARMAS,5
2022-02-21,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-21,3,MASCULINO,CONTUNDENTES,2
2022-02-21,1,FEMENINO,SIN EMPLEO DE ARMAS,68
2022-02-21,2,MASCULINO,CONTUNDENTES,5
2022-02-21,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2022-02-21,3,FEMENINO,CONTUNDENTES,3
2022-02-21,1,MASCULINO,CONTUNDENTES,21
2022-02-21,8,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-21,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-21,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-21,2,FEMENINO,CONTUNDENTES,6
2022-02-21,18,FEMENINO,CONTUNDENTES,1
2022-02-21,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-21,5,FEMENINO,CONTUNDENTES,1
2022-02-21,4,FEMENINO,CONTUNDENTES,3
2022-02-21,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-21,1,MASCULINO,SIN EMPLEO DE ARMAS,19
2022-02-21,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-21,1,FEMENINO,CONTUNDENTES,38
2022-02-21,14,FEMENINO,CONTUNDENTES,1
2022-02-21,9,FEMENINO,CONTUNDENTES,1
2022-02-22,2,FEMENINO,CONTUNDENTES,7
2022-02-22,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-22,1,FEMENINO,SIN EMPLEO DE ARMAS,42
2022-02-22,3,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-22,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-22,1,MASCULINO,SIN EMPLEO DE ARMAS,20
2022-02-22,8,FEMENINO,CONTUNDENTES,1
2022-02-22,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-22,6,FEMENINO,CONTUNDENTES,1
2022-02-22,1,MASCULINO,CONTUNDENTES,16
2022-02-22,3,FEMENINO,CONTUNDENTES,5
2022-02-22,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-22,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,5
2022-02-22,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2022-02-22,14,FEMENINO,CONTUNDENTES,1
2022-02-22,4,MASCULINO,CONTUNDENTES,1
2022-02-22,1,FEMENINO,CONTUNDENTES,26
2022-02-22,7,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-22,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-22,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-22,2,FEMENINO,SIN EMPLEO DE ARMAS,10
2022-02-22,3,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-22,2,MASCULINO,CONTUNDENTES,5
2022-02-22,5,MASCULINO,CONTUNDENTES,2
2022-02-23,1,MASCULINO,SIN EMPLEO DE ARMAS,16
2022-02-23,6,MASCULINO,CONTUNDENTES,1
2022-02-23,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-23,5,FEMENINO,CONTUNDENTES,4
2022-02-23,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-23,1,FEMENINO,CONTUNDENTES,31
2022-02-23,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-23,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-23,2,FEMENINO,SIN EMPLEO DE ARMAS,9
2022-02-23,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-23,6,FEMENINO,CONTUNDENTES,2
2022-02-23,19,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-23,7,FEMENINO,CONTUNDENTES,1
2022-02-23,1,FEMENINO,ARMA DE FUEGO,1
2022-02-23,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-23,3,FEMENINO,SIN EMPLEO DE ARMAS,5
2022-02-23,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-23,1,MASCULINO,CONTUNDENTES,19
2022-02-23,1,FEMENINO,SIN EMPLEO DE ARMAS,53
2022-02-23,11,FEMENINO,CONTUNDENTES,1
2022-02-23,2,FEMENINO,CONTUNDENTES,9
2022-02-23,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-23,4,FEMENINO,CONTUNDENTES,2
2022-02-23,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2022-02-23,2,MASCULINO,CONTUNDENTES,4
2022-02-24,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-24,6,FEMENINO,CONTUNDENTES,1
2022-02-24,1,MASCULINO,SIN EMPLEO DE ARMAS,20
2022-02-24,7,FEMENINO,CONTUNDENTES,1
2022-02-24,13,FEMENINO,CONTUNDENTES,1
2022-02-24,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-24,1,FEMENINO,CONTUNDENTES,35
2022-02-24,2,FEMENINO,SIN EMPLEO DE ARMAS,8
2022-02-24,4,FEMENINO,CONTUNDENTES,2
2022-02-24,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-24,1,MASCULINO,CONTUNDENTES,15
2022-02-24,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-24,1,FEMENINO,ARMA DE FUEGO,1
2022-02-24,2,MASCULINO,CONTUNDENTES,2
2022-02-24,3,FEMENINO,CONTUNDENTES,3
2022-02-24,1,FEMENINO,SIN EMPLEO DE ARMAS,48
2022-02-24,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-24,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-24,2,FEMENINO,CONTUNDENTES,3
2022-02-24,16,MASCULINO,CONTUNDENTES,1
2022-02-24,8,FEMENINO,CONTUNDENTES,1
2022-02-24,2,MASCULINO,SIN EMPLEO DE ARMAS,5
2022-02-25,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-25,1,FEMENINO,CONTUNDENTES,37
2022-02-25,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2022-02-25,8,FEMENINO,CONTUNDENTES,1
2022-02-25,8,MASCULINO,CONTUNDENTES,1
2022-02-25,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-25,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-25,1,MASCULINO,CONTUNDENTES,11
2022-02-25,7,FEMENINO,CONTUNDENTES,1
2022-02-25,2,FEMENINO,SIN EMPLEO DE ARMAS,9
2022-02-25,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,6
2022-02-25,3,FEMENINO,CONTUNDENTES,3
2022-02-25,3,MASCULINO,CONTUNDENTES,1
2022-02-25,2,FEMENINO,CONTUNDENTES,10
2022-02-25,5,FEMENINO,CONTUNDENTES,1
2022-02-25,1,MASCULINO,SIN EMPLEO DE ARMAS,21
2022-02-25,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,4
2022-02-25,2,MASCULINO,CONTUNDENTES,3
2022-02-25,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-25,1,FEMENINO,SIN EMPLEO DE ARMAS,35
2022-02-25,4,FEMENINO,CONTUNDENTES,1
2022-02-25,6,FEMENINO,CONTUNDENTES,2
2022-02-26,1,FEMENINO,CONTUNDENTES,36
2022-02-26,1,MASCULINO,CONTUNDENTES,14
2022-02-26,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2022-02-26,6,FEMENINO,CONTUNDENTES,1
2022-02-26,8,FEMENINO,CONTUNDENTES,1
2022-02-26,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-26,3,FEMENINO,SIN EMPLEO DE ARMAS,5
2022-02-26,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-26,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2022-02-26,15,MASCULINO,SIN EMPLEO DE ARMAS,1
2022-02-26,1,FEMENINO,SIN EMPLEO DE ARMAS,46
2022-02-26,5,FEMENINO,CONTUNDENTES,1
2022-02-26,3,MASCULINO,SIN EMPLEO DE ARMAS,3
2022-02-26,2,FEMENINO,CONTUNDENTES,9
2022-02-26,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2022-02-26,2,MASCULINO,CONTUNDENTES,5
2022-02-26,4,FEMENINO,CONTUNDENTES,2
2022-02-26,3,FEMENINO,CONTUNDENTES,4
2022-02-26,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2022-02-26,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,4
2022-02-26,1,MASCULINO,SIN EMPLEO DE ARMAS,18
2022-02-26,7,MASCULINO,CONTUNDENTES,1
2022-02-26,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,7
2022-02-26,2,FEMENINO,SIN EMPLEO DE ARMAS,7
2022-02-27,3,MASCULINO,CONTUNDENTES,1
2022-02-27,2,MASCULINO,CONTUNDENTES,3
2022-02-27,1,FEMENINO,CONTUNDENTES,60
2022-02-27,3,FEMENINO,CONTUNDENTES,4
2022-02-27,4,FEMENINO,CONTUNDENTES,1
2022-02-27,6,FEMENINO,CONTUNDENTES,1
2022-02-27,9,FEMENINO,CONTUNDENTES,2
2022-02-27,3,MASCULINO,ARMA DE FUEGO,1
2022-02-27,15,FEMENINO,CONTUNDENTES,1
